2q	Etiqueta 1	Etiqueta 2	Etiqueta 3	Resumen pregunta	Link etiqueta 2	keyword1	keyword2	keyword3	keyword4	keyword5	Pregunta	Respuesta	Fuente
324	Diabetes	Diagnostico de Diabetes	Niveles de Glicemia	cuales son los niveles normales de glicemia	http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav						tengo diabetes mas de 20 anos cual es el nivel de glucosa que debiera tener	Los nieveles optimo deben ser  niveles entre 70 y 100 mg/dl (3.9 y 5.6 mmol/l) se considera normal. Si le hicieron un examen de glucemia aleatorio, un resultado normal depende de cuándo fue la última vez que comió. La mayoría de las veces, el nivel de glucemia estará por debajo de 125 mg/dl (6.9 mmol/l). Dos horas despues de haber comido.	Medlineplus.gov
325	Diabetes	Diagnostico de Diabetes	Resultados de Hemoglobina Glicosilada	tengo xxx de hemoglobina glicosilada. esta bien	http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav						me salio 5.8 de hemoglobina glicosilada que significa	Si bien aun no eres diabetico estas en riesgo ya que se considera dentro del rango de los prediabeticos.. Los siguientes son los resultados cuando se ha usado el A1C para diagnosticar la diabetes:Los siguientes son los resultados cuando se ha usado el A1C para diagnosticar la diabetes: Normal (negativo a diabetes): Menos de 5.7% Pre-diabetes: 5.7% a 6.4% Diabetes: 6.5% o más Si tiene diabetes, debe conversar con tu médico de las medidas correctas para tí. Para muchas personas, el objetivo es mantener el nivel por debajo de 7%. Los resultados pueden ser incorrectos para personas con anemia, enfermedad de los riñones, o ciertas condiciones de la sangre (talasemia). Habla con tu médico si crees  tiene cualquiera de estas condiciones. Ciertas medicinas también pueden causar niveles falsos de A1C.	
326	Diabetes	Diagnostico de Diabetes	Niveles de Glicemia	cuales son los niveles normales de glicemia	http://www.diabetes.org/es/alimentos-y-actividad-fisica/?loc=globalnav						cuales son los niveles normales de glicemia	Los nieveles optimo deben ser  niveles entre 70 y 100 mg/dl (3.9 y 5.6 mmol/l) se considera normal. Si le hicieron un examen de glucemia aleatorio, un resultado normal depende de cuándo fue la última vez que comió. La mayoría de las veces, el nivel de glucemia estará por debajo de 125 mg/dl (6.9 mmol/l). Dos horas despues de haber comido.	
326	Diabetes										Buenos días, quisiera información para utilizar Bydureon únicamente para pérdida de peso, ya que no tengo problema de diabetes. Quisiera saber, si esto, sería perjudicial para mi salud. Gracias.		
326	Diabetes										Tengo 54 años y tengo diabetes con insulina. Mi pene se va torciendo a lado izquierdo y cuando orino el líquido sale hacia el lado izquierdo. ¿Hay algún remedio para ponerlo derecho?		
326	Diabetes										Saludos, me diagnosticaron diabetes, empecé a perder la visión en 10 días progresivamente, el médico (oftalmólogo) me dice que es temporal y que me recuperaré de 1 a 3 meses, ¿es cierto esto?, gracias		
326	Diabetes										¿Cuáles son los síntomas de la diabetes de tipo 2? ¿Puede ser que tengas esa enfermedad y no sepas que la tienes?	 En muchos casos no presentan sintomas hasta el diagnostico de laboratorio sino los sintomas más frecuentes son: La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre) , pérdida inusual de peso ,Fatiga e irritabilidad extremas.Infecciones frecuentes, Visión Borrosa, Cortes o moretones que demoran en sanar, hormigueo en las manos o los pies, infecciones recurrentes de la piel, encias. Si un gran procentaje de los pacientes no sabe que la tiene hasta muy avanzad la enfermedad o se les confirma durante un chequeo preventivo.	
326	Diabetes										Si tomo metformina y no soy diabética, ¿me puede causar la diabetes o algún otro tipo de enfermedad?		
326	Diabetes										¿Puede alguien con el azúcar levemente alto en sangre (no diabetes) desarrollar retinopatía diabética?		
326	Diabetes										Me han recomendado que tome un hongo llamado Reishi en ampollas pero tengo diabetes e hipertensión aunque de cifras bajas pero tomo pastillas, ¿puedo tomar Reishi sin que me perjudique?		
326	Diabetes										¿Por qué tiene tan poca difusión el sídrome metabólico en relación con otras enfermedades? Es común en televisión escuchar sobre diabetes o enfermedades del corazón, por ejemplo.		
326	Diabetes										¿Por qué se tiene diabetes y cuáles son los principales síntomas? ¿Cómo tratarla de manera adecuada?	Es una Enfermedad crónica que se produce cuando el organismo pierde su capacidad de producir suficiente insulina o de utilizarla correctamente. La insulina es una hormona que permite que la glucosa de los alimentos (los azucares) entre a las células del cuerpo, en donde se convierte en energía para el cuerpo. Al no absorber el cuerpo la glucosa queda circulando en la sangre , generando exceso de azucar en la sangre (hiperglucemia) y dañando el organismo con el paso del tiempo. En muchos casos no presentan sintomas hasta el diagnostico de laboratorio sino los sintomas más frecuentes son: La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre) , pérdida inusual de peso ,Fatiga e irritabilidad extremas.Infecciones frecuentes, Visión Borrosa, Cortes o moretones que demoran en sanar, hormigueo en las manos o los pies, infecciones recurrentes de la piel, encias. Si un gran procentaje de los pacientes no sabe que la tiene hasta muy avanzad la enfermedad o se les confirma durante un chequeo preventivo. para iniciarun tramiento esrecomendable queasistasa un centro desalud o un médico para empezar un plan de manejo según el grado deseveridadde tu enfermedad.	
326	Diabetes										Estoy en los límites de la diabetes ¿Fumar ocasionalmente me puede perjudicar?	Estudios recientes han demostrado que,cuanto más fuma una persona, mayor,es su riesgo de desarrollar diabetes.  Se ha confirmado que fumar tabaco causa un aumento temporal,de los niveles de glucosa en sangre; la exposición crónica al humo del tabaco induce la alteración de la tolerancia a la glucosa. dejar de fumar normaliza la sensibilidad a la insulina. hubo un aumento del riesgo de diabetes tipo 2 entre los fumadores: menos de 20 cigarrillos al día: 5% en varones y 0% en mujeres  entre 20 y 40 cigarrillos al día: 19% en varones y 21% en mujeres  más de 40 cigarrillos al día: 45% en varones y 74% en mujeres.	
326	Diabetes										Qué complicación hay de operarme una diástasis muscular rectos abdominales región umbilical, supra umbilical sin evidencia de solución de continuidad de la aponeurosis ya que tengo 65 años y diabetes.		
326	Diabetes										Dudo que mi problema sea por neuropatía proximal, un problema de personas con diabetes y sus síntomas no son del todo parecidos, ¿puede ser que sea por estrés o ansiedad el cansancio de los brazos?		
326	Diabetes										¿Es posible a mi edad sufrir un infarto o enfermedad por estrés o ansiedad? Mi vida es sedentaria pero no tengo sobrepeso ni diabetes. A veces mi corazón se acelera sin motivo y me falta el aire.		
326	Diabetes										Hola, mi papá tiene diabetes y a causa de esta enfermedad ya perdió la mayoría de su dentadura, él tiene 62 años. ¿Qué tipo de dentadura postiza se recomienda ponerle?		
326	Diabetes										¿Cuáles son las comidas ácidas? Dicen que pueden causar diabetes tipo 2 a las mujeres.	En la alimentación se utiliza como indicador el pH de los alimentos, con el objetivo de conocer su contenido ácido, el cual tiende a variar entre 0 y 14. De esta forma, todo aquel alimento o bebida que presente un valor de pH menor a 7 es considerado ácido o acidificante, si nuestra dieta fuera únicamente acidificante, y además desequilibrada por un escaso aporte de alimentos alcalinizantes, aparecería una acidosis metabólica, lo que influye en la aparición del envejecimiento prematuro. aqui hay algunos ejemplo de alimentos acidos Aceite de maíz,Mantequilla,Margarina, Carne en general,Pollo,Órganos,Carne de cerdo,Ternera,Pescados y mariscos,Frutos secos,Leche (y otros productos lácteos),Pan y galletas,Condimentos y salsas,Mayonesa,Mostaza,Vinagre.  Mas que lo que no puedes comer es que comidas te hacen bien. Un plan saludable de alimentación para personas con diabetes generalmente es igual al plan de comidas saludables de cualquier persona: bajo en grasa (especialmente grasas saturadas y trans), consumo moderado de sal y azúcar, alimentos con granos integrales, vegetales y fruta. La comida para diabéticos y “dietética” en general no ofrece ningún beneficio especial. La mayoría eleva igual el nivel de glucosa en la sangre, usualmente es más cara y puede tener un efecto laxante si tienen alcoholes de azúcar.	
326	Diabetes										¿Puedo tomar omega 3 cardio de la casa dietisa tomando medicación para la diabetes y para la tensión arterial, Openvas y metformina 850? Gracias.		
326	Diabetes										Hola, hace dos meses casi que me subió la glicemia 200 mg y en la primera semana me bajó 108 mg, actualmente la tengo 97 mg, ¿qué tipo de diabetes presentaré?		
326	Diabetes										Buenas. Quisiera saber si es posible prevenir la diabetes y cómo tendría que hacerlo. Gracias.	La diabetes tipo 1 no se puede prevenir. Incluso, los médicos no pueden determinar quién padecerá esta enfermedad y quién no.La diabetes tipo 2 es distinta. A veces, es posible prevenir la diabetes tipo 2.Una de las maneras de prevenir la diabetes tipo 2 es tener un peso normal y saludable. Otras medidas preventivas son comer alimentos nutritivos, frescos y saludables, y hacer ejercicio	
326	Diabetes										Buenas tardes, mi hijo es diabético y me gustaría saber qué relación existe entre la periodoncia y la diabetes. Quiero tener lo más controlada su enfermedad.	Si su nivel de glucosa en la sangre no está bien controlado, tendrá mayor probabilidad de tener una enfermedad avanzada en las encías y perder más dientes que las personas sin diabetes. Como con todas las infecciones, una enfermedad avanzada en las encías puede ser un factor que causa el aumento de la glucosa y dificulta el control de la diabetes.	
326	Diabetes										Lo que pasa que mi mamá está delgada, tiene diabetes y yo miro su cara muy delgada, siento que tiene algo y no me quiere decir a veces dice que le duele como el cerebro, ¿qué puedo hacer?		
326	Diabetes										¿La salud cardiorrespiratoria de un diabético mejora con ejercicios de fisioterapia? Tengo un familiar con diabetes.		
326	Diabetes										Dr. tengo diabetes, y hace mas de 2 años que tengo flebitis en el pie, pero lo único que me quieren hacer acá en Argentina son sesiones de electrodos, yo necesito algún remedio que me alivie el dolor.		
326	Diabetes										¿Me podrían hablar por qué se produce la diabetes gestacional? Gracias.	Es una forma de diabetes que consiste en altos niveles de glucosa en sangre durante el embarazo. Se desarrolla en uno de cada 25 mujeres embarazdas en todo el mundo y está asociada con complicaciones para la madre y el bebé. La Diabetes Mellitus Gestacional (DMG) generalmente desaparece después del embarazo, pero las mujeres con DMG y sus hijos corren un riesgo mayor de desarrollar diabetes tipo 2 más adelante en la vida.	
326	Diabetes										Diagnosticaron diabetes mellitus tipo 2. Practico atletismo de carreras tomo 10 ud. de insulina en la noche y 1 pasta de metformina al medio día, practico a diario 1 hora de carrera qué cuidados	Antes de realizar la actividad física, Debes controlar tus niveles de glucosa, a partir de los valores obtenidos actuaremos de una manera o otra.  En caso de estar controlando la diabetes con insulina  se debe ajustar la pauta con monitoreo del medico en función de la intensidad y tiempo de la actividad del ejercicio y de la misma manera controlar nuestra ingesta y liquidos mientras realizas la actividad	
326	Diabetes										Hace varios días una de las venas ubicada en la sien me brinca de manera constante, padezco de diabetes, ¿esto esta relacionado? Es algo de lo que me tenga que preocupar. Gracias		
326	Diabetes										Mi padre ha desarrollado diabetes recientemente. ¿A partir de qué edad es más probable la aparición de la diabetes en personas que han nacido sin ella?	Diabetes tipo 1. Puede ocurrir a cualquier edad, pero se diagnostica con mayor frecuencia en niños, adolescentes o adultos jóvenes.Diabetes tipo 2. Es mucho más común. Generalmente se presenta en la edad adulta pero, debido a las tasas altas de obesidad, ahora se está diagnosticando con esta enfermedad a niños y adolescentes	
326	Diabetes										Embarazada de 12 semanas. En primer embarazo tuve diabetes gestacional. En este di positivo en la prueba de 50, pero en la de 100 me ha dado perfecto tirando a bajo. ¿Posible que en este no tenga DG?	Sus probabilidades de contraer diabetes gestacional son más altas si,tiene sobrepeso, ha tenido diabetes gestacional antes, ha dado a luz a un bebé con un peso mayor de 9 libras, su madre, su padre, su hermano o su hermana tiene diabetes tipo 2, tiene prediabetes, lo cual significa que sus niveles de glucosa en sangre son más altos de lo normal, pero no lo suficiente para un diagnóstico de diabetes,es afroamericana, indígena americana, asiática americana, hispana/latina o americana de las islas del Pacífico,tiene un trastorno hormonal denominado síndrome de ovario poliquístico, también conocido como PCOS (polycystic ovary syndrome)	
